pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
50,5.28E-06,2.01E-06,0.300507232,0.156938696,0,
51,5.06E-06,2.05E-06,0.340862283,0.200869147,0,
52,4.90E-06,2.11E-06,0.346575212,0.195168453,0,
53,4.74E-06,2.15E-06,0.35918483,0.244168945,0,
54,4.54E-06,2.21E-06,0.40229239,0.236837396,0,
55,4.40E-06,2.29E-06,0.408320926,0.215962137,0,
56,4.23E-06,2.36E-06,0.432996678,0.213729248,0,
57,4.10E-06,2.45E-06,0.438052315,0.167598552,0,
58,3.96E-06,2.53E-06,0.456825422,0.142518903,0,
59,3.75E-06,2.56E-06,0.535743113,0.239721258,0,
60,3.72E-06,2.67E-06,0.462208059,0.168663636,0,
61,3.57E-06,2.72E-06,0.501856458,0.218173278,0,
62,3.44E-06,2.80E-06,0.52728994,0.229289251,0,
63,3.35E-06,2.91E-06,0.521569486,0.186905683,0,
64,3.28E-06,2.99E-06,0.491152591,0.195241664,0,
65,3.13E-06,3.05E-06,0.54508589,0.234577739,0,
66,3.01E-06,3.17E-06,0.57589107,0.203108903,0,
67,2.94E-06,3.24E-06,0.559405717,0.23480192,0,
68,2.82E-06,3.35E-06,0.597693878,0.228058519,0,
69,2.74E-06,3.44E-06,0.600178696,0.243765577,0,
70,2.67E-06,3.55E-06,0.59496391,0.242005787,0,
71,2.56E-06,3.66E-06,0.636229107,0.232465663,0,
72,2.52E-06,3.78E-06,0.591166276,0.23029862,0,
73,2.44E-06,3.90E-06,0.603334503,0.226682354,0,
74,2.36E-06,4.02E-06,0.612557104,0.235700522,0,
75,2.29E-06,4.14E-06,0.616619678,0.245658674,0,
76,2.22E-06,4.31E-06,0.6265208,0.182048,0,
77,2.16E-06,4.43E-06,0.622004142,0.204805529,0,
78,2.08E-06,4.58E-06,0.65409437,0.205213082,0,
79,1.99E-06,4.72E-06,0.708454935,0.20302471,0,
80,1.96E-06,4.88E-06,0.671021521,0.19351045,0,
81,1.89E-06,5.07E-06,0.685679174,0.162874108,0,
82,1.84E-06,5.26E-06,0.684710942,0.136136586,0,
83,1.82E-06,5.43E-06,0.64458604,0.138156634,0,
84,1.71E-06,5.61E-06,0.743017245,0.13452679,0,
85,1.65E-06,5.81E-06,0.754669169,0.118661919,0,
86,1.61E-06,6.04E-06,0.747035718,0.07899401,0,
87,1.61E-06,6.25E-06,0.670699708,0.072469613,0,
88,1.59E-06,6.46E-06,0.629923407,0.062926344,0,
89,1.54E-06,6.74E-06,0.645520355,0.007640065,0,
90,1.42E-06,6.90E-06,0.793558781,0.063872523,0,
91,1.43E-06,7.16E-06,0.700835852,0.040899488,0,
92,1.36E-06,7.45E-06,0.757290586,0,0,
93,1.36E-06,7.66E-06,0.693484827,0.03993532,0,
94,1.33E-06,7.95E-06,0.680061168,0.019609455,0,
95,1.29E-06,8.20E-06,0.69007694,0.039877883,0,
96,1.21E-06,8.49E-06,0.783215487,0.0381626,0,
97,1.17E-06,8.77E-06,0.79917543,0.04984551,0,
98,1.13E-06,9.07E-06,0.81479264,0.04984551,0,
99,1.13E-06,9.36E-06,0.760654896,0.04984551,0,
100,1.14E-06,9.75E-06,0.670291079,0.04984551,0,
101,1.08E-06,1.00E-05,0.729407986,0.04984551,0,
102,1.04E-06,1.04E-05,0.747614465,0.04984551,0,
103,9.92E-07,1.07E-05,0.809823419,0.04984551,0,
104,9.77E-07,1.11E-05,0.781931318,0.04984551,0,
105,9.54E-07,1.15E-05,0.777258511,0.04984551,0,
106,9.20E-07,1.18E-05,0.802815293,0.04984551,0,
107,8.87E-07,1.23E-05,0.827706461,0.04984551,0,
108,9.24E-07,1.28E-05,0.664170864,0.04984551,0,
109,8.35E-07,1.32E-05,0.845642157,0.04984551,0,
110,8.59E-07,1.37E-05,0.713925579,0.04984551,0,
111,8.10E-07,1.41E-05,0.793591151,0.04984551,0,
112,7.90E-07,1.46E-05,0.791538048,0.04984551,0,
113,7.61E-07,1.52E-05,0.819859595,0.04984551,0,
114,7.22E-07,1.56E-05,0.88154834,0.04984551,0,
115,7.38E-07,1.63E-05,0.76843032,0.04984551,0,
116,7.11E-07,1.69E-05,0.796080406,0.04984551,0,
117,6.48E-07,1.75E-05,0.950937537,0.04984551,0,
118,6.68E-07,1.82E-05,0.821571372,0.04984551,0,
119,6.03E-07,1.89E-05,1,0.04984551,0,
120,6.17E-07,1.95E-05,0.887838529,0.04984551,0,
121,6.08E-07,2.02E-05,0.864359489,0.04984551,0,
122,5.71E-07,2.09E-05,0.946307434,0.04984551,0,
123,5.77E-07,2.17E-05,0.866766116,0.04984551,0,
124,5.47E-07,2.26E-05,0.929337463,0.04984551,0,
125,5.47E-07,2.34E-05,0.873024681,0.04984551,0,
126,5.60E-07,2.42E-05,0.763376575,0.04984551,0,
127,5.36E-07,2.51E-05,0.763376575,0.04984551,0,
128,0,2.51E-05,0.763376575,0.04984551,0,
