pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
68,5.51E-06,8.25E-06,0.634563133,0.458969339,0,
69,5.43E-06,8.51E-06,0.449230162,0.478641478,0,
70,5.25E-06,8.78E-06,0.487699422,0.480820038,0,
71,5.05E-06,9.18E-06,0.558769068,0.256016091,0,
72,4.92E-06,9.31E-06,0.518915963,0.576229505,0,
73,4.80E-06,9.69E-06,0.434338936,0.435750029,0,
74,4.62E-06,1.00E-05,0.531186897,0.449236358,0,
75,4.44E-06,1.03E-05,0.613184956,0.565852425,0,
76,4.38E-06,1.06E-05,0.438390434,0.647708282,0,
77,4.21E-06,1.09E-05,0.544052664,0.584985592,0,
78,4.14E-06,1.13E-05,0.40078944,0.520794582,0,
79,3.97E-06,1.18E-05,0.516518545,0.421851801,0,
80,3.91E-06,1.21E-05,0.362079088,0.639745228,0,
81,3.81E-06,1.25E-05,0.336040535,0.581530944,0,
82,3.67E-06,1.29E-05,0.412670289,0.605328192,0,
83,3.56E-06,1.33E-05,0.414078525,0.684653652,0,
84,3.44E-06,1.39E-05,0.446741221,0.532236345,0,
85,3.41E-06,1.45E-05,0.240424967,0.275021361,0,
86,3.27E-06,1.49E-05,0.384633352,0.381753161,0,
87,3.19E-06,1.54E-05,0.339922777,0.46281762,0,
88,3.10E-06,1.59E-05,0.321858563,0.48889712,0,
89,3.00E-06,1.65E-05,0.339679356,0.514798779,0,
90,2.99E-06,1.73E-05,0.121993727,0.217563552,0,
91,2.84E-06,1.78E-05,0.311819876,0.313062038,0,
92,2.76E-06,1.84E-05,0.333586066,0.359422947,0,
93,2.60E-06,1.92E-05,0.613320795,0.188541495,0,
94,2.50E-06,1.97E-05,0.689644572,0.385010462,0,
95,2.43E-06,2.04E-05,0.680995217,0.448343723,0,
96,2.44E-06,2.13E-05,0.385951692,0.240592037,0,
97,2.48E-06,2.20E-05,0,0.240592037,0,
98,2.29E-06,2.31E-05,0.460040344,0.240592037,0,
99,2.21E-06,2.40E-05,0.535095541,0.240592037,0,
100,2.21E-06,2.48E-05,0.267801093,0.240592037,0,
101,2.09E-06,2.56E-05,0.517168426,0.240592037,0,
102,2.08E-06,2.66E-05,0.30592718,0.240592037,0,
103,1.99E-06,2.78E-05,0.459667496,0.240592037,0,
104,1.97E-06,2.88E-05,0.26546604,0.240592037,0,
105,1.88E-06,2.98E-05,0.457475573,0.240592037,0,
106,1.79E-06,3.11E-05,0.635055182,0.240592037,0,
107,1.78E-06,3.25E-05,0.444933494,0.240592037,0,
108,1.78E-06,3.40E-05,0.204742648,0.240592037,0,
109,1.65E-06,3.52E-05,0.5994403,0.240592037,0,
110,1.63E-06,3.66E-05,0.456739227,0.240592037,0,
111,1.61E-06,3.82E-05,0.368378366,0.240592037,0,
112,1.63E-06,3.98E-05,0.003402821,0.240592037,0,
113,1.51E-06,4.13E-05,0.443728145,0.240592037,0,
114,1.41E-06,4.27E-05,0.734653205,0.240592037,0,
115,1.46E-06,4.46E-05,0.246764808,0.240592037,0,
116,1.37E-06,4.64E-05,0.568015005,0.240592037,0,
117,1.34E-06,4.83E-05,0.520372162,0.240592037,0,
118,1.31E-06,5.02E-05,0.454933557,0.240592037,0,
119,1.31E-06,5.22E-05,0.234546927,0.240592037,0,
120,1.21E-06,5.42E-05,0.63761604,0.240592037,0,
121,1.23E-06,5.63E-05,0.331794672,0.240592037,0,
122,1.15E-06,5.89E-05,0.605080359,0.240592037,0,
123,1.16E-06,6.11E-05,0.357080863,0.240592037,0,
124,1.08E-06,6.34E-05,0.684010249,0.240592037,0,
125,1.01E-06,6.57E-05,1,0.240592037,0,
126,1.04E-06,6.78E-05,0.557176571,0.240592037,0,
127,1.05E-06,7.04E-05,0.276857112,0.240592037,0,
128,1.02E-06,7.04E-05,0.325322596,0.240592037,0,
