pixel,reflectance1,reflectance2,absorption1,absorption2,side,mm
111,1.00E-06,1.99E-05,0.22028036,0.005712867,1,
112,9.48E-07,2.06E-05,0.293315752,0.005712867,1,
113,9.29E-07,2.14E-05,0.275608647,0.005712867,1,
114,8.95E-07,2.21E-05,0.303261787,0.005712867,1,
115,8.66E-07,2.30E-05,0.318865833,0.005712867,1,
116,8.63E-07,2.39E-05,0.255531835,0.005712867,1,
117,8.61E-07,2.47E-05,0.187199225,0.005712867,1,
118,8.06E-07,2.56E-05,0.295328699,0.005712867,1,
119,8.28E-07,2.67E-05,0.152330861,0.005712867,1,
120,7.79E-07,2.75E-05,0.24161868,0.005712867,1,
121,7.75E-07,2.84E-05,0.186499863,0.005712867,1,
122,7.48E-07,2.95E-05,0.210197587,0.005712867,1,
123,7.27E-07,3.06E-05,0.214597893,0.005712867,1,
124,6.85E-07,3.17E-05,0.29837514,0.005712867,1,
125,6.91E-07,3.28E-05,0.208947145,0.005712867,1,
126,6.91E-07,3.39E-05,0.141645017,0.005712867,1,
127,6.80E-07,3.50E-05,0.114886462,0.005712867,1,
128,6.80E-07,3.50E-05,0.049036861,0.005712867,1,
